active,active_endpoint_count,active_endpoints,component_name,component_version,created,cvssv3,cvssv3_score,cvssv4,cvssv4_score,cwe,date,defect_review_requested_by,defect_review_requested_by_id,description,duplicate,duplicate_finding,duplicate_finding_id,dynamic_finding,effort_for_fixing,epss_percentile,epss_score,false_p,file_path,finding_group,fix_available,fix_version,has_endpoints,has_finding_group,has_jira_configured,has_jira_group_issue,has_jira_issue,hash_code,id,impact,is_mitigated,kev_date,known_exploited,last_reviewed,last_reviewed_by,last_reviewed_by_id,last_status_update,line,mitigated,mitigated_by,mitigated_by_id,mitigated_endpoint_count,mitigated_endpoints,mitigation,nb_occurences,numerical_severity,out_of_scope,param,payload,pgh_event_models,pk,planned_remediation_date,planned_remediation_version,publish_date,ransomware_used,references,reporter,reporter_id,review_requested_by,review_requested_by_id,risk_accepted,sast_sink_object,sast_source_file_path,sast_source_line,sast_source_object,scanner_confidence,service,severity,severity_justification,sla_age,sla_age_days,sla_days_remaining,sla_deadline,sla_expiration_date,sla_start_date,sonarqube_issue,sonarqube_issue_id,static_finding,steps_to_reproduce,test,test_id,thread_id,title,under_defect_review,under_review,unique_id_from_tool,updated,url,verified,violates_sla,vuln_id_from_tool,test,found_by,engagement_id,engagement,product_id,product,endpoints,vulnerability_ids,tags,status,notes
True,0,[],tar,4.4.19,2026-03-21 08:52:52.435005+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:H/A:L,8.8,,,0,2026-03-21,,,"**Vulnerability Namespace:** github:language:javascript NEWLINE **Vulnerability Description:** Race Condition in node-tar Path Reservations via Unicode Ligature Collisions on macOS APFS NEWLINE **Related Vulnerability Description:** node-tar,a Tar for Node.js, has a race condition vulnerability in versions up to and including 7.5.3. This is due to an incomplete handling of Unicode path collisions in the `path-reservations` system. On case-insensitive or normalization-insensitive filesystems (such as macOS APFS, In which it has been tested), the library fails to lock colliding paths (e.g., `├Я` and `ss`), allowing them to be processed in parallel. This bypasses the library's internal concurrency safeguards and permits Symlink Poisoning attacks via race conditions. The library uses a `PathReservations` system to ensure that metadata checks and file operations for the same path are serialized. This prevents race conditions where one entry might clobber another concurrently. This is a Race Condition which enables Arbitrary File Overwrite. This vulnerability affects users and systems using node-tar on macOS (APFS/HFS+). Because of using `NFD` Unicode normalization (in which `├Я` and `ss` are different), conflicting paths do not have their order properly preserved under filesystems that ignore Unicode normalization (e.g., APFS (in which `├Я` causes an inode collision with `ss`)). This enables an attacker to circumvent internal parallelization locks (`PathReservations`) using conflicting filenames within a malicious tar archive. The patch in version 7.5.4 updates `path-reservations.js` to use a normalization form that matches the target filesystem's behavior (e.g., `NFKD`), followed by first `toLocaleLowerCase('en')` and then `toLocaleUpperCase('en')`. As a workaround, users who cannot upgrade promptly, and who are programmatically using `node-tar` to extract arbitrary tarball data should filter out all `SymbolicLink` entries (as npm does) to defend against arbitrary file writes via this file system entry name collision issue. NEWLINE **Matcher:** javascript-matcher NEWLINE **Package URL:** pkg:npm/tar@4.4.19",False,,,False,,0.00304,6e-05,False,/juice-shop/node_modules/node-pre-gyp/node_modules/tar/package.json,,True,7.5.4,True,False,,False,,2ed1efb9df4bedea88b2e627e0130174bd343fe820b8fad3a39264e21c48fad8,143,,False,,False,2026-03-21 08:52:50.407095+00:00,Admin User (admin),1,2026-03-21 08:52:52.435102+00:00,,,,,0,[],Upgrade to version: 7.5.4,1,S1,False,,,,,,,,False,**Vulnerability Datasource:** https://github.com/advisories/GHSA-r6q2-hw4h-h46w NEWLINE **Vulnerability URLs:** NEWLINE - https://github.com/isaacs/node-tar/security/advisories/GHSA-r6q2-hw4h-h46w NEWLINE - https://nvd.nist.gov/vuln/detail/CVE-2026-23950 NEWLINE - https://github.com/isaacs/node-tar/commit/3b1abfae650056edfabcbe0a0df5954d390521e6 NEWLINE **Related Vulnerability Datasource:** https://nvd.nist.gov/vuln/detail/CVE-2026-23950 NEWLINE **Related Vulnerability URLs:** NEWLINE - https://github.com/isaacs/node-tar/commit/3b1abfae650056edfabcbe0a0df5954d390521e6 NEWLINE - https://github.com/isaacs/node-tar/security/advisories/GHSA-r6q2-hw4h-h46w,Admin User (admin),1,,,False,,,,,,,High,,,30,30,2026-04-20,2026-04-20,,,,True,,Anchore Grype,5,0,GHSA-r6q2-hw4h-h46w in tar:4.4.19,False,False,,2026-03-21 08:52:52.435026+00:00,,False,,GHSA-r6q2-hw4h-h46w,,Anchore Grype,1,Labs Security Testing,1,Juice Shop,,GHSA-r6q2-hw4h-h46w; CVE-2026-23950,,Active,
True,0,[],lodash,4.17.21,2026-03-21 08:52:51.996768+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,6.5,,,0,2026-03-21,,,**Vulnerability Namespace:** github:language:javascript NEWLINE **Vulnerability Description:** Lodash has Prototype Pollution Vulnerability in `_.unset` and `_.omit` functions NEWLINE **Related Vulnerability Description:** Lodash versions 4.0.0 through 4.17.22 are vulnerable to prototype pollution in the _.unset┬аand _.omit┬аfunctions. An attacker can pass crafted paths which cause Lodash to delete methods from global prototypes. NEWLINE  NEWLINE The issue permits deletion of properties but does not allow overwriting their original behavior. NEWLINE  NEWLINE This issue is patched on 4.17.23 NEWLINE **Matcher:** javascript-matcher NEWLINE **Package URL:** pkg:npm/lodash@4.17.21,False,,,False,,0.06732,0.00025,False,/juice-shop/node_modules/lodash/package.json,,True,4.17.23,True,False,,False,,7b54053c836c8720cf13c23c343ae814f9746209465270487e7e86716a3a3777,121,,False,,False,2026-03-21 08:52:50.407095+00:00,Admin User (admin),1,2026-03-21 08:52:51.996840+00:00,,,,,0,[],Upgrade to version: 4.17.23,1,S2,False,,,,,,,,False,**Vulnerability Datasource:** https://github.com/advisories/GHSA-xxjr-mmjv-4gpg NEWLINE **Vulnerability URLs:** NEWLINE - https://github.com/lodash/lodash/security/advisories/GHSA-xxjr-mmjv-4gpg NEWLINE - https://nvd.nist.gov/vuln/detail/CVE-2025-13465 NEWLINE - https://github.com/lodash/lodash/commit/edadd452146f7e4bad4ea684e955708931d84d81 NEWLINE **Related Vulnerability Datasource:** https://nvd.nist.gov/vuln/detail/CVE-2025-13465 NEWLINE **Related Vulnerability URL:** https://github.com/lodash/lodash/security/advisories/GHSA-xxjr-mmjv-4gpg,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-06-19,2026-06-19,,,,True,,Anchore Grype,5,0,GHSA-xxjr-mmjv-4gpg in lodash:4.17.21,False,False,,2026-03-21 08:52:51.996781+00:00,,False,,GHSA-xxjr-mmjv-4gpg,,Anchore Grype,1,Labs Security Testing,1,Juice Shop,,GHSA-xxjr-mmjv-4gpg; CVE-2025-13465,,Active,
True,0,[],,,2026-03-21 08:52:46.364313+00:00,,,,,79,2026-03-21,,,"**Result message:** Detected a unquoted template variable as an attribute. If unquoted, a malicious actor could inject custom JavaScript handlers. To fix this, add quotes around the template expression, like this: ""{{ expr }}"". NEWLINE ",False,,,False,,,,False,/src/frontend/src/app/navbar/navbar.component.html,,,,True,False,,False,,fbc2121d22e6d92272ae7ab2621272590d4c7ed87c1abb31fecf21e0dbf0ee65,5,,False,,False,2026-03-21 08:52:46.278498+00:00,Admin User (admin),1,2026-03-21 08:52:46.364388+00:00,17,,,,0,[],,1,S2,False,,,,,,,,False,https://flask.palletsprojects.com/en/1.1.x/security/#cross-site-scripting-xss,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-06-19,2026-06-19,,,,True,,Semgrep JSON Report,2,0,generic.html-templates.security.unquoted-attribute-var.unquoted-attribute-var,False,False,,2026-03-21 08:52:46.364326+00:00,,False,,generic.html-templates.security.unquoted-attribute-var.unquoted-attribute-var,,Semgrep JSON Report,1,Labs Security Testing,1,Juice Shop,,,,Active,
True,0,[],,,2026-03-21 08:52:46.375490+00:00,,,,,79,2026-03-21,,,"**Result message:** Detected a unquoted template variable as an attribute. If unquoted, a malicious actor could inject custom JavaScript handlers. To fix this, add quotes around the template expression, like this: ""{{ expr }}"". NEWLINE ",False,,,False,,,,False,/src/frontend/src/app/purchase-basket/purchase-basket.component.html,,,,True,False,,False,,25ddc4aba2ab39b0f8b123aff5efde8dbf706a0a80234006894223b6362f28d2,6,,False,,False,2026-03-21 08:52:46.278498+00:00,Admin User (admin),1,2026-03-21 08:52:46.375577+00:00,15,,,,0,[],,1,S2,False,,,,,,,,False,https://flask.palletsprojects.com/en/1.1.x/security/#cross-site-scripting-xss,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-06-19,2026-06-19,,,,True,,Semgrep JSON Report,2,0,generic.html-templates.security.unquoted-attribute-var.unquoted-attribute-var,False,False,,2026-03-21 08:52:46.375505+00:00,,False,,generic.html-templates.security.unquoted-attribute-var.unquoted-attribute-var,,Semgrep JSON Report,1,Labs Security Testing,1,Juice Shop,,,,Active,
True,0,[],,,2026-03-21 08:52:46.387430+00:00,,,,,79,2026-03-21,,,"**Result message:** Detected a unquoted template variable as an attribute. If unquoted, a malicious actor could inject custom JavaScript handlers. To fix this, add quotes around the template expression, like this: ""{{ expr }}"". NEWLINE ",False,,,False,,,,False,/src/frontend/src/app/search-result/search-result.component.html,,,,True,False,,False,,da4d380dafe7a95f30947b223244cb51a686574c7e816de2c6c0c88685619803,7,,False,,False,2026-03-21 08:52:46.278498+00:00,Admin User (admin),1,2026-03-21 08:52:46.387508+00:00,40,,,,0,[],,1,S2,False,,,,,,,,False,https://flask.palletsprojects.com/en/1.1.x/security/#cross-site-scripting-xss,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-06-19,2026-06-19,,,,True,,Semgrep JSON Report,2,0,generic.html-templates.security.unquoted-attribute-var.unquoted-attribute-var,False,False,,2026-03-21 08:52:46.387444+00:00,,False,,generic.html-templates.security.unquoted-attribute-var.unquoted-attribute-var,,Semgrep JSON Report,1,Labs Security Testing,1,Juice Shop,,,,Active,
True,0,[],,,2026-03-21 08:52:46.398574+00:00,,,,,798,2026-03-21,,,"**Result message:** A hard-coded credential was detected. It is not recommended to store credentials in source-code, as this risks secrets being leaked and used by either an internal or external malicious adversary. It is recommended to use environment variables to securely provide credentials or retrieve credentials from a secure vault or HSM (Hardware Security Module). NEWLINE ",False,,,False,,,,False,/src/lib/insecurity.ts,,,,True,False,,False,,336c04ba579d98f1cbd843dec07351d03b9ed6fe11f5c2642269dd2f2b597ca2,8,,False,,False,2026-03-21 08:52:46.278498+00:00,Admin User (admin),1,2026-03-21 08:52:46.398639+00:00,56,,,,0,[],,1,S2,False,,,,,,,,False,https://cheatsheetseries.owasp.org/cheatsheets/Secrets_Management_Cheat_Sheet.html,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-06-19,2026-06-19,,,,True,,Semgrep JSON Report,2,0,javascript.jsonwebtoken.security.jwt-hardcode.hardcoded-jwt-secret,False,False,,2026-03-21 08:52:46.398585+00:00,,False,,javascript.jsonwebtoken.security.jwt-hardcode.hardcoded-jwt-secret,,Semgrep JSON Report,1,Labs Security Testing,1,Juice Shop,,,,Active,
True,0,[],,,2026-03-21 08:52:46.409244+00:00,,,,,79,2026-03-21,,,**Result message:** User data flows into the host portion of this manually-constructed HTML. This can introduce a Cross-Site-Scripting (XSS) vulnerability if this comes from user-provided input. Consider using a sanitization library such as DOMPurify to sanitize the HTML within. NEWLINE ,False,,,False,,,,False,/src/routes/chatbot.ts,,,,True,False,,False,,2da08eee2cae8d5a4c40ff22ebd6e1b771acf48bbab5635c2facc17ad30aff2e,9,,False,,False,2026-03-21 08:52:46.278498+00:00,Admin User (admin),1,2026-03-21 08:52:46.409322+00:00,197,,,,0,[],,1,S2,False,,,,,,,,False,https://cheatsheetseries.owasp.org/cheatsheets/Cross_Site_Scripting_Prevention_Cheat_Sheet.html,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-06-19,2026-06-19,,,,True,,Semgrep JSON Report,2,0,javascript.express.security.injection.raw-html-format.raw-html-format,False,False,,2026-03-21 08:52:46.409258+00:00,,False,,javascript.express.security.injection.raw-html-format.raw-html-format,,Semgrep JSON Report,1,Labs Security Testing,1,Juice Shop,,,,Active,
True,0,[],,,2026-03-21 08:52:46.419211+00:00,,,,,73,2026-03-21,,,"**Result message:** The application processes user-input, this is passed to res.sendFile which can allow an attacker to arbitrarily read files on the system through path traversal. It is recommended to perform input validation in addition to canonicalizing the path. This allows you to validate the path against the intended directory it should be accessing. NEWLINE ",False,,,False,,,,False,/src/routes/fileServer.ts,,,,True,False,,False,,730127e56b626e43913d00326470199b3fe58308c46ed1f752cdcf55116f0924,10,,False,,False,2026-03-21 08:52:46.278498+00:00,Admin User (admin),1,2026-03-21 08:52:46.419276+00:00,33,,,,0,[],,1,S2,False,,,,,,,,False,https://cheatsheetseries.owasp.org/cheatsheets/Input_Validation_Cheat_Sheet.html,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-06-19,2026-06-19,,,,True,,Semgrep JSON Report,2,0,javascript.express.security.audit.express-res-sendfile.express-res-sendfile,False,False,,2026-03-21 08:52:46.419222+00:00,,False,,javascript.express.security.audit.express-res-sendfile.express-res-sendfile,,Semgrep JSON Report,1,Labs Security Testing,1,Juice Shop,,,,Active,
True,0,[],,,2026-03-21 08:52:46.430444+00:00,,,,,73,2026-03-21,,,"**Result message:** The application processes user-input, this is passed to res.sendFile which can allow an attacker to arbitrarily read files on the system through path traversal. It is recommended to perform input validation in addition to canonicalizing the path. This allows you to validate the path against the intended directory it should be accessing. NEWLINE ",False,,,False,,,,False,/src/routes/keyServer.ts,,,,True,False,,False,,4dc4ded60b0a833d49b01c2aa3ed19e1d3d800efc8c4951d7e22c61af3182247,11,,False,,False,2026-03-21 08:52:46.278498+00:00,Admin User (admin),1,2026-03-21 08:52:46.430515+00:00,14,,,,0,[],,1,S2,False,,,,,,,,False,https://cheatsheetseries.owasp.org/cheatsheets/Input_Validation_Cheat_Sheet.html,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-06-19,2026-06-19,,,,True,,Semgrep JSON Report,2,0,javascript.express.security.audit.express-res-sendfile.express-res-sendfile,False,False,,2026-03-21 08:52:46.430457+00:00,,False,,javascript.express.security.audit.express-res-sendfile.express-res-sendfile,,Semgrep JSON Report,1,Labs Security Testing,1,Juice Shop,,,,Active,
True,0,[],,,2026-03-21 08:52:46.441521+00:00,,,,,73,2026-03-21,,,"**Result message:** The application processes user-input, this is passed to res.sendFile which can allow an attacker to arbitrarily read files on the system through path traversal. It is recommended to perform input validation in addition to canonicalizing the path. This allows you to validate the path against the intended directory it should be accessing. NEWLINE ",False,,,False,,,,False,/src/routes/logfileServer.ts,,,,True,False,,False,,b3ca11f8dac4967975a1496a32c7d38dd9dd5a0c04f35c04c32c2c28ae9a6223,12,,False,,False,2026-03-21 08:52:46.278498+00:00,Admin User (admin),1,2026-03-21 08:52:46.441588+00:00,14,,,,0,[],,1,S2,False,,,,,,,,False,https://cheatsheetseries.owasp.org/cheatsheets/Input_Validation_Cheat_Sheet.html,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-06-19,2026-06-19,,,,True,,Semgrep JSON Report,2,0,javascript.express.security.audit.express-res-sendfile.express-res-sendfile,False,False,,2026-03-21 08:52:46.441533+00:00,,False,,javascript.express.security.audit.express-res-sendfile.express-res-sendfile,,Semgrep JSON Report,1,Labs Security Testing,1,Juice Shop,,,,Active,
True,0,[],,,2026-03-21 08:52:46.465314+00:00,,,,,73,2026-03-21,,,"**Result message:** The application processes user-input, this is passed to res.sendFile which can allow an attacker to arbitrarily read files on the system through path traversal. It is recommended to perform input validation in addition to canonicalizing the path. This allows you to validate the path against the intended directory it should be accessing. NEWLINE ",False,,,False,,,,False,/src/routes/quarantineServer.ts,,,,True,False,,False,,7b377f19cbc2f96c874065754ed333f0c1da7f5c030cd6b6c2ffedf6c5f26cff,14,,False,,False,2026-03-21 08:52:46.278498+00:00,Admin User (admin),1,2026-03-21 08:52:46.465404+00:00,14,,,,0,[],,1,S2,False,,,,,,,,False,https://cheatsheetseries.owasp.org/cheatsheets/Input_Validation_Cheat_Sheet.html,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-06-19,2026-06-19,,,,True,,Semgrep JSON Report,2,0,javascript.express.security.audit.express-res-sendfile.express-res-sendfile,False,False,,2026-03-21 08:52:46.465330+00:00,,False,,javascript.express.security.audit.express-res-sendfile.express-res-sendfile,,Semgrep JSON Report,1,Labs Security Testing,1,Juice Shop,,,,Active,
True,0,[],,,2026-03-21 08:52:46.476591+00:00,,,,,601,2026-03-21,,,"**Result message:** It looks like 'toUrl' is read from user input and it is used to as a redirect. Ensure 'toUrl' is not externally controlled, otherwise this is an open redirect. NEWLINE ",False,,,False,,,,False,/src/routes/redirect.ts,,,,True,False,,False,,6d87215e82bf602b7db608e037398fa9328dfbf4fa4634ca81ab65f9bbc56a35,15,,False,,False,2026-03-21 08:52:46.278498+00:00,Admin User (admin),1,2026-03-21 08:52:46.476692+00:00,19,,,,0,[],,1,S2,False,,,,,,,,False,https://owasp.org/Top10/A01_2021-Broken_Access_Control,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-06-19,2026-06-19,,,,True,,Semgrep JSON Report,2,0,javascript.express.security.audit.possible-user-input-redirect.unknown-value-in-redirect,False,False,,2026-03-21 08:52:46.476607+00:00,,False,,javascript.express.security.audit.possible-user-input-redirect.unknown-value-in-redirect,,Semgrep JSON Report,1,Labs Security Testing,1,Juice Shop,,,,Active,
True,0,[],,,2026-03-21 08:52:46.488326+00:00,,,,,601,2026-03-21,,,"**Result message:** The application redirects to a URL specified by user-supplied input `query` that is not validated. This could redirect users to malicious locations. Consider using an allow-list approach to validate URLs, or warn users they are being redirected to a third-party website. NEWLINE ",False,,,False,,,,False,/src/routes/redirect.ts,,,,True,False,,False,,a07b144e5ae8c6f65c5a69b2fc91dd3a60f6bc861168ae8f5d4ce874c5e63d3a,16,,False,,False,2026-03-21 08:52:46.278498+00:00,Admin User (admin),1,2026-03-21 08:52:46.488426+00:00,19,,,,0,[],,1,S2,False,,,,,,,,False,https://cheatsheetseries.owasp.org/cheatsheets/Unvalidated_Redirects_and_Forwards_Cheat_Sheet.html,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-06-19,2026-06-19,,,,True,,Semgrep JSON Report,2,0,javascript.express.security.audit.express-open-redirect.express-open-redirect,False,False,,2026-03-21 08:52:46.488342+00:00,,False,,javascript.express.security.audit.express-open-redirect.express-open-redirect,,Semgrep JSON Report,1,Labs Security Testing,1,Juice Shop,,,,Active,
True,0,[],,,2026-03-21 08:52:46.522457+00:00,,,,,79,2026-03-21,,,"**Result message:** Cannot determine what 'subs' is and it is used with a '<script>' tag. This could be susceptible to cross-site scripting (XSS). Ensure 'subs' is not externally controlled, or sanitize this data. NEWLINE ",False,,,False,,,,False,/src/routes/videoHandler.ts,,,,True,False,,False,,f7f4338767f6b815a57ae135b755c15df7393b897bd2a54b76993c920c770068,19,,False,,False,2026-03-21 08:52:46.278498+00:00,Admin User (admin),1,2026-03-21 08:52:46.522556+00:00,58,,,,0,[],,1,S2,False,,,,,,,,False,https://www.developsec.com/2017/11/09/xss-in-a-script-tag/ NEWLINE https://github.com/juice-shop/juice-shop/blob/1ceb8751e986dacd3214a618c37e7411be6bc11a/routes/videoHandler.ts#L68,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-06-19,2026-06-19,,,,True,,Semgrep JSON Report,2,0,javascript.lang.security.audit.unknown-value-with-script-tag.unknown-value-with-script-tag,False,False,,2026-03-21 08:52:46.522473+00:00,,False,,javascript.lang.security.audit.unknown-value-with-script-tag.unknown-value-with-script-tag,,Semgrep JSON Report,1,Labs Security Testing,1,Juice Shop,,,,Active,
True,0,[],,,2026-03-21 08:52:46.535991+00:00,,,,,79,2026-03-21,,,"**Result message:** Cannot determine what 'subs' is and it is used with a '<script>' tag. This could be susceptible to cross-site scripting (XSS). Ensure 'subs' is not externally controlled, or sanitize this data. NEWLINE ",False,,,False,,,,False,/src/routes/videoHandler.ts,,,,True,False,,False,,469a8740ebd0e1948377124d5668628e705d7533b015ac90f519840ffe6321e2,20,,False,,False,2026-03-21 08:52:46.278498+00:00,Admin User (admin),1,2026-03-21 08:52:46.536062+00:00,71,,,,0,[],,1,S2,False,,,,,,,,False,https://www.developsec.com/2017/11/09/xss-in-a-script-tag/ NEWLINE https://github.com/juice-shop/juice-shop/blob/1ceb8751e986dacd3214a618c37e7411be6bc11a/routes/videoHandler.ts#L68,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-06-19,2026-06-19,,,,True,,Semgrep JSON Report,2,0,javascript.lang.security.audit.unknown-value-with-script-tag.unknown-value-with-script-tag,False,False,,2026-03-21 08:52:46.536004+00:00,,False,,javascript.lang.security.audit.unknown-value-with-script-tag.unknown-value-with-script-tag,,Semgrep JSON Report,1,Labs Security Testing,1,Juice Shop,,,,Active,
True,0,[],,,2026-03-21 08:52:46.549574+00:00,,,,,548,2026-03-21,,,"**Result message:** Directory listing/indexing is enabled, which may lead to disclosure of sensitive directories and files. It is recommended to disable directory listing unless it is a public resource. If you need directory listing, ensure that sensitive files are inaccessible when querying the resource. NEWLINE ",False,,,False,,,,False,/src/server.ts,,,,True,False,,False,,417f41129912c0ccbdfe25ebe3f756b7951ba5cf2340c8e94175c3463ee0e464,21,,False,,False,2026-03-21 08:52:46.278498+00:00,Admin User (admin),1,2026-03-21 08:52:46.549648+00:00,269,,,,0,[],,1,S2,False,,,,,,,,False,https://www.npmjs.com/package/serve-index NEWLINE https://www.acunetix.com/blog/articles/directory-listing-information-disclosure/,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-06-19,2026-06-19,,,,True,,Semgrep JSON Report,2,0,javascript.express.security.audit.express-check-directory-listing.express-check-directory-listing,False,False,,2026-03-21 08:52:46.549588+00:00,,False,,javascript.express.security.audit.express-check-directory-listing.express-check-directory-listing,,Semgrep JSON Report,1,Labs Security Testing,1,Juice Shop,,,,Active,
True,0,[],,,2026-03-21 08:52:46.561949+00:00,,,,,548,2026-03-21,,,"**Result message:** Directory listing/indexing is enabled, which may lead to disclosure of sensitive directories and files. It is recommended to disable directory listing unless it is a public resource. If you need directory listing, ensure that sensitive files are inaccessible when querying the resource. NEWLINE ",False,,,False,,,,False,/src/server.ts,,,,True,False,,False,,4ac179d220ba76947bb3913de5ac312ddd3f4acb4616e7ecd812db0b7937761d,22,,False,,False,2026-03-21 08:52:46.278498+00:00,Admin User (admin),1,2026-03-21 08:52:46.562029+00:00,273,,,,0,[],,1,S2,False,,,,,,,,False,https://www.npmjs.com/package/serve-index NEWLINE https://www.acunetix.com/blog/articles/directory-listing-information-disclosure/,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-06-19,2026-06-19,,,,True,,Semgrep JSON Report,2,0,javascript.express.security.audit.express-check-directory-listing.express-check-directory-listing,False,False,,2026-03-21 08:52:46.561966+00:00,,False,,javascript.express.security.audit.express-check-directory-listing.express-check-directory-listing,,Semgrep JSON Report,1,Labs Security Testing,1,Juice Shop,,,,Active,
True,0,[],,,2026-03-21 08:52:46.573245+00:00,,,,,548,2026-03-21,,,"**Result message:** Directory listing/indexing is enabled, which may lead to disclosure of sensitive directories and files. It is recommended to disable directory listing unless it is a public resource. If you need directory listing, ensure that sensitive files are inaccessible when querying the resource. NEWLINE ",False,,,False,,,,False,/src/server.ts,,,,True,False,,False,,13a79a809400994dda9443b4109438bc742c6eae60c5bc7ab2d738624f0bffab,23,,False,,False,2026-03-21 08:52:46.278498+00:00,Admin User (admin),1,2026-03-21 08:52:46.573309+00:00,277,,,,0,[],,1,S2,False,,,,,,,,False,https://www.npmjs.com/package/serve-index NEWLINE https://www.acunetix.com/blog/articles/directory-listing-information-disclosure/,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-06-19,2026-06-19,,,,True,,Semgrep JSON Report,2,0,javascript.express.security.audit.express-check-directory-listing.express-check-directory-listing,False,False,,2026-03-21 08:52:46.573258+00:00,,False,,javascript.express.security.audit.express-check-directory-listing.express-check-directory-listing,,Semgrep JSON Report,1,Labs Security Testing,1,Juice Shop,,,,Active,
True,0,[],,,2026-03-21 08:52:46.586686+00:00,,,,,548,2026-03-21,,,"**Result message:** Directory listing/indexing is enabled, which may lead to disclosure of sensitive directories and files. It is recommended to disable directory listing unless it is a public resource. If you need directory listing, ensure that sensitive files are inaccessible when querying the resource. NEWLINE ",False,,,False,,,,False,/src/server.ts,,,,True,False,,False,,7eb5a3efcbe0325b0e166b09e41d62e82c83d54677ee6be531f5703c710993d0,24,,False,,False,2026-03-21 08:52:46.278498+00:00,Admin User (admin),1,2026-03-21 08:52:46.586764+00:00,281,,,,0,[],,1,S2,False,,,,,,,,False,https://www.npmjs.com/package/serve-index NEWLINE https://www.acunetix.com/blog/articles/directory-listing-information-disclosure/,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-06-19,2026-06-19,,,,True,,Semgrep JSON Report,2,0,javascript.express.security.audit.express-check-directory-listing.express-check-directory-listing,False,False,,2026-03-21 08:52:46.586700+00:00,,False,,javascript.express.security.audit.express-check-directory-listing.express-check-directory-listing,,Semgrep JSON Report,1,Labs Security Testing,1,Juice Shop,,,,Active,
True,0,[],,,2026-03-21 08:52:46.598524+00:00,,,,,79,2026-03-21,,,"**Result message:** Detected a unquoted template variable as an attribute. If unquoted, a malicious actor could inject custom JavaScript handlers. To fix this, add quotes around the template expression, like this: ""{{ expr }}"". NEWLINE ",False,,,False,,,,False,/src/views/dataErasureForm.hbs,,,,True,False,,False,,08def24238d0dfd60de8cdd0ecf80c3fe50de0e016709beed01d8dd46696bcd9,25,,False,,False,2026-03-21 08:52:46.278498+00:00,Admin User (admin),1,2026-03-21 08:52:46.598606+00:00,21,,,,0,[],,1,S2,False,,,,,,,,False,https://flask.palletsprojects.com/en/1.1.x/security/#cross-site-scripting-xss,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-06-19,2026-06-19,,,,True,,Semgrep JSON Report,2,0,generic.html-templates.security.unquoted-attribute-var.unquoted-attribute-var,False,False,,2026-03-21 08:52:46.598539+00:00,,False,,generic.html-templates.security.unquoted-attribute-var.unquoted-attribute-var,,Semgrep JSON Report,1,Labs Security Testing,1,Juice Shop,,,,Active,
True,1,[<Endpoint_Status: 'Prometheus Metrics - Detect' on 'http://localhost:3000/metrics'>],,,2026-03-21 08:52:48.536578+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,5.3,,,200,2026-03-06,,,Prometheus metrics page was detected.,False,,,True,,,,False,,,,,True,False,,False,,648b376edd74792245dc4e49d58da5eb168fee32ceadef4229c821ca60801d68,34,,False,,False,2026-03-21 08:52:47.563113+00:00,Admin User (admin),1,2026-03-21 08:52:48.536851+00:00,,,,,0,[],,1,S2,False,,,,,,,,False,https://github.com/prometheus/prometheus NEWLINE https://hackerone.com/reports/1026196,Admin User (admin),1,,,False,,,,,,,Medium,,15,75,75,2026-06-04,2026-06-04,,,,False,"curl command to reproduce the request: NEWLINE `curl -X 'GET' -d '' -H 'Accept: */*' -H 'Accept-Language: en' -H 'User-Agent: Mozilla/5.0 (Macintosh, Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Safari/605.1.15' 'http://localhost:3000/metrics'`",Nuclei Scan,4,0,Prometheus Metrics - Detect,False,False,,2026-03-21 08:52:48.536614+00:00,,False,,prometheus-metrics,,Nuclei Scan,1,Labs Security Testing,1,Juice Shop,http://localhost:3000/metrics,,config; exposure; hackerone; prometheus; vuln,Active,
